epoch,loss
1,0.3981428903611377
2,0.3935081960760057
3,0.3877640651116768
4,0.3865547616120428
5,0.38486080460697414
6,0.38271102770343424
7,0.3801796820928653
8,0.3771924666742484
9,0.37337072273020944
10,0.36887033998544017
11,0.3654868870869279
12,0.36114681431750456
13,0.35584131746962666
14,0.35006166287784773
15,0.3427031713714202
16,0.3334076267167926
17,0.3229656413724025
18,0.31207831428050997
19,0.3016920624981324
20,0.2922388862460852
21,0.28363103751242164
22,0.2757106603572766
23,0.2684630440478524
24,0.26183477886120476
25,0.2558066058278084
26,0.2503338995307684
27,0.24527161002904177
28,0.24091643232504525
29,0.2367435774380962
30,0.23347136637369792
31,0.23021833734996616
32,0.22607825374578436
33,0.22304518136630455
34,0.2210662832118571
35,0.21826912230476736
36,0.21680117568398516
37,0.2129860730405897
38,0.21044559562802315
39,0.20715129285529255
40,0.20554915139488875
41,0.2027014184313516
42,0.20130356801437835
43,0.19867482783844073
44,0.19756709523809454
45,0.19492714649128418
46,0.19405089369788767
47,0.19131913947885235
48,0.19000181901206573
49,0.18787939068414272
50,0.1859362410714229
51,0.18438638714961708
52,0.18252432789678374
53,0.18112728473742803
54,0.17933712347845238
55,0.17816757426448165
56,0.17635772078720233
57,0.17530560702383519
58,0.1734588603556156
59,0.17258607116018732
60,0.1708481201233963
61,0.1699846516740819
62,0.16825949532774587
63,0.16724850328291455
64,0.1657368056560556
65,0.1646747948879997
66,0.16375525744371117
67,0.1633240983525912
68,0.16316230245356758
69,0.16030866756886245
70,0.15874283472746611
71,0.15827296497200927
72,0.15747523996829987
73,0.1567679472565651
74,0.1558177857129524
75,0.15426611187110345
76,0.15347635692159334
77,0.1523228290811181
78,0.15243306932635606
79,0.15103223410459857
80,0.15020388129341106
81,0.14975686644638578
82,0.14874590611395735
83,0.1463503745339811
84,0.1456763731027643
85,0.14424280881186327
86,0.14442665470888216
87,0.1430714940244953
88,0.14477002390287816
89,0.14430263268922766
90,0.14332092628044388
91,0.14207848942304652
92,0.1428215953187396
93,0.14067035997050503
94,0.1393046192996204
95,0.1378500008607904
96,0.13723577097021045
97,0.1355024417689691
98,0.1355452123032262
99,0.13425804070457817
100,0.13628790545612574
